PIB File Number,Date Occurred,Originating Bureau,Division Level,Division,Unit,Working Status,Shift,Investigation Status,Disposition,Service Type,Light Condition,Weather Condition,Number of Officers,Number of Subjects,Use of Force Type,Use of Force Level,Subject Influencing Factors,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested,Subject Arrest Charges,Use of Force Reason,Officer Injured
FTN2017-0497,9/18/2017,FOB - Field Operations Bureau,2nd District,,,,,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,2,1,Force (Escort Tech) | CEW Deployment,L1 | L2,Unknown,No | Yes,Black | Black,Male | Male,41 | 40,19 | 20,4 feet to 6 feet,Male,Black,23,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Flight from an Officer,No | No
FTN2016-0331,6/25/2016,FOB - Field Operations Bureau,4th District,Task Force,A,,,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,6,4,Firearm (Exhibited) | Force (Escort Tech) | Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited) | Force (Escort Tech),L1 | L1 | L1 | L1 | L1 | L1,Unknown | Unknown | Unknown | Unknown,Yes | Yes | Yes | Yes | Yes | Yes,Black | Black | Black | Black | Not Specified | Not Specified,Male | Male | Male | Female | Male | Male,29 | 29 | 55 | 28 | 27 | 27,14 | 14 | 32 | 12 | 10 | 10,7 feet to 10 feet | 7 feet to 10 feet | 7 feet to 10 feet | 7 feet to 10 feet,Male | Male | Male | Male,Black | Black | Black | Black,20 | 23 | 22 | 22,Medium | Medium | Medium | Medium,5'7'' to 5'9'' | 5'7'' to 5'9'' | 5'7'' to 5'9'' | 5'7'' to 5'9'',No | No | No | No,No | No | No | No,Yes | Yes | Yes | Yes,,Resisting Lawful Arrest,No | No | No | No | No | No
FTN2017-0283,6/4/2017,FOB - Field Operations Bureau,8th District,Bourbon Promenade,,Paid Detail,,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,4,1,Force (Take Down) | Force (Take Down) | Firearm (Exhibited) | Force (Take Down),L2 | L2 | L1 | L2,Mentally unstable,Yes | Yes | No | Yes,White | White | White | White,Female | Male | Male | Male,38 | 41 | 38 | 38,16 | 23 | 23 | 23,4 feet to 6 feet,Male,White,63,Medium,6'1'' to 6'3'',No,No,Yes,,Resisting Officer w/Weapon,No | No | No | No
FTN2016-0359,7/10/2016,FOB - Field Operations Bureau,1st District,A Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1,Hands,L1,Alchohol,Yes,Black,Male,59,23,0 feet to 1 feet,Male,White,46,Large,5'4'' to 5'6'',No,No,No,,Refusal of Verbal Commands,No
FTN2016-0017,1/9/2016,FOB - Field Operations Bureau,4th District,D.I.U.,Squad 1,,,Completed,Use Of Force Authorized,Call for Service,Poor,Other,2,1,Force (Take Down) | Force (Take Down),L2 | L2,Unknown,Yes | Yes,Black | Not Specified,Male | Male,37 | 27,16 | 10,1 feet to 3 feet,Male,Black,17,Medium,5'7'' to 5'9'',No,No,No,,Other,No | No
FTN2016-0436,8/30/2016,FOB - Field Operations Bureau,8th District,C Platoon,,,,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,1,Firearm (Exhibited),L1,Unknown,Yes,Hispanic,Male,36,12,15 feet to 18 feet,Male,White,24,Small,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2017-0207,4/20/2017,FOB - Field Operations Bureau,7th District,D.I.U.,Squad 1,Regular Working,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,2,1,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,None detected,Yes | Yes,White | White,Male | Male,33 | 51,15 | 0,1 feet to 3 feet,Female,Black,31,Small,5'0'' to 5'3'',No,No,Yes,,Resisting Lawful Arrest,No | No
FTN2016-0443,9/3/2016,FOB - Field Operations Bureau,1st District,B Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,2,1,CEW Exhibited/Laser | Hands,L1 | L1,Mentally unstable,Yes | Yes,White | White,Male | Male,37 | 26,16 | 9,0 feet to 1 feet,Female,Black,35,Large,5'0'' to 5'3'',No,Yes,Yes,,Resisting Lawful Arrest,Yes | No
FTN2017-0305,6/16/2017,FOB - Field Operations Bureau,7th District,Task Force,A,Regular Working,,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,2,1,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,Unknown,Yes | Yes,Black | White,Male | Male,40 | 31,25 | 9,11 feet to 14 feet,Male,Black,24,Medium,5'7'' to 5'9'',No,Yes,Yes,,Resisting Lawful Arrest,No | No
FTN2016-0100,2/16/2016,FOB - Field Operations Bureau,7th District,Night Watch,,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,60,41,15 feet to 18 feet,Male,White,48,Small,5'4'' to 5'6'',No,No,No,,Other,No
FTN2016-0166,3/23/2016,FOB - Field Operations Bureau,4th District,A Platoon,,,,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,1,CEW Exhibited/Laser,L1,Unknown,Yes,Black,Male,53,20,1 feet to 3 feet,Male,Black,45,Medium,5'7'' to 5'9'',No,No,Yes,,Refusal of Verbal Commands,No
FTN2016-0092,2/14/2016,FOB - Field Operations Bureau,2nd District,C Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,2,1,Force (Take Down) | Hands,L2 | L1,Alchohol,Yes | Yes,White | White,Male | Male,37 | 23,20 | 9,0 feet to 1 feet,Male,White,36,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No | No
FTN2019-0216,6/20/2019,FOB - Field Operations Bureau,6th District,,,,,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1,Firearm (Exhibited),L1,,Yes,Black,Male,29,7,,Male,Black,20,,,No,No,Yes,,Weapon Exhibited,No
FTN2016-0351,7/4/2016,FOB - Field Operations Bureau,7th District,Task Force,A,,,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,1,1,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,47,16,11 feet to 14 feet,Male,Black,0,Small,5'7'' to 5'9'',No,No,Yes,,Refusal of Verbal Commands,No
FTN2016-0129,3/8/2016,FOB - Field Operations Bureau,7th District,A Platoon,Patrol,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,2,1,Hands | Hands,L1 | L1,Mentally unstable,Yes | Yes,Black | Black,Female | Female,36 | 34,20 | 20,0 feet to 1 feet,Male,Black,17,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,No | No
FTN2016-0410,8/10/2016,FOB - Field Operations Bureau,5th District,,Patrol,Regular Working,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,2,1,CEW Exhibited/Laser | Hands,L1 | L1,None detected,Yes | Yes,Black | Black,Male | Female,43 | 42,16 | 22,1 feet to 3 feet,Female,Black,19,Large,5'0'' to 5'3'',No,No,Yes,,Battery on Police Officer,No | Yes
FTN2017-0044,1/26/2017,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,1,CEW Exhibited/Laser,L1,None detected,Yes,Black,Female,30,10,7 feet to 10 feet,Male,Black,19,Medium,5'7'' to 5'9'',No,No,Yes,,Refusal of Verbal Commands,No
FTN2017-0400,8/4/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,1,1,Firearm (Exhibited),L1,None detected,Yes,White,Male,28,10,11 feet to 14 feet,Male,Black,35,Large,5'10'' to 6'0'',No,No,No,,Other,No
FTN2016-0089,2/11/2016,FOB - Field Operations Bureau,4th District,A Platoon,Patrol,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1,CEW Deployment,L2,Mentally unstable,Yes,White,Male,46,15,1 feet to 3 feet,Male,White,24,Small,< 5'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2016-0570,11/19/2016,FOB - Field Operations Bureau,8th District,C Platoon,,Regular Working,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,3,1,Hands | Hands | Force (Take Down),L1 | L1 | L2,Alchohol and unknown drugs,Yes | Yes | Yes,Black | Hispanic | Hispanic,Male | Male | Male,53 | 36 | 36,30 | 12 | 12,0 feet to 1 feet,Female,Black,24,Medium,5'4'' to 5'6'',No,No,Yes,,Other,No | No | No
FTN2016-0566,11/17/2016,FOB - Field Operations Bureau,6th District,A Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,3,2,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1,Unknown | Unknown,Yes | Yes | Yes,White | Black | White,Male | Female | Female,45 | 33 | 38,15 | 19 | 9,11 feet to 14 feet | 11 feet to 14 feet,Male | Male,Black | Black,0 | 47,Medium | Medium,5'10'' to 6'0'' | 5'10'' to 6'0'',No | No,No | No,No | No,,Other,No | No | No
FTN2016-0346,7/3/2016,ISB - Investigation and Support Bureau,Special Investigations Division,Intelligence Section,,,,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,1,Hands,L1,Alchohol,Yes,White,Male,43,24,0 feet to 1 feet,Female,Black,29,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2016-0052,1/27/2016,FOB - Field Operations Bureau,5th District,Task Force,A,,,Completed,Use Of Force Not Authorized,Arresting,Poor,Clear Conditions,1,1,CEW,L4,Unknown,Yes,White,Male,29,8,1 feet to 3 feet,Male,Black,28,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Refusal of Verbal Commands,No
FTN2023-0348,8/1/2023,FOB - Field Operations Bureau,1st District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF No Reportable Force Used by Officer,Arresting,Good,Clear Conditions,2,1,Force (Escort Tech) | Force (Escort Tech),L1 | L1,Alchohol and unknown drugs,Yes | Yes,White | Black,Male | Male,28 | 25,6 | 3,0 feet to 1 feet,Male,White,32,Large,5'7'' to 5'9'',No,Yes,Yes,,Refusal of Verbal Commands,No | No
FTN2017-0330,6/28/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,1,1,Firearm (Exhibited),L1,Unknown,Yes,Not Specified,Male,28,10,11 feet to 14 feet,Male,Black,34,Medium,5'7'' to 5'9'',No,No,Yes,,Other,No
FTN2016-0101,2/16/2016,FOB - Field Operations Bureau,5th District,Task Force,A,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,1,4,Firearm (Exhibited),L1,None detected | None detected | None detected | None detected,Yes,Black,Male,32,16,1 feet to 3 feet | 1 feet to 3 feet | 1 feet to 3 feet | 1 feet to 3 feet,Male | Male | Male | Female,Black | Black | Black | Black,,Small | Small | Small | Small,< 5'0'' | < 5'0'' | < 5'0'' | < 5'0'',No | No | No | No,No | No | No | No,Yes | Yes | Yes | Yes,,Other,No
FTN2016-0173,3/27/2016,FOB - Field Operations Bureau,7th District,Day Watch,,,,Completed,Use Of Force Authorized,Other,Good,Clear Conditions,2,1,Hands | CEW Deployment,L1 | L2,Alchohol,No | Yes,Black | Black,Female | Female,47 | 47,30 | 30,1 feet to 3 feet,Male,White,23,Small,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No | No
FTN2016-0062,2/2/2016,FOB - Field Operations Bureau,4th District,A Platoon,,,,Completed,Use Of Force Authorized,Arresting,Good,Other,4,1,Hands | Hands | Hands | Hands,L1 | L1 | L1 | L1,Mentally unstable,Yes | Yes | Yes | Yes,White | White | White | White,Male | Male | Male | Male,34 | 34 | 46 | 38,17 | 17 | 15 | 9,0 feet to 1 feet,Male,Black,25,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,No | No | No | No
FTN2016-0194,3/29/2016,FOB - Field Operations Bureau,7th District,D.I.U.,Squad 2,,,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,6,1,Hands | Hands | Hands | Hands | Hands | Hands,L1 | L1 | L1 | L1 | L1 | L1,Unknown,No | Yes | Yes | Yes | Yes | Yes,Black | White | White | Black | Black | White,Female | Male | Male | Female | Male | Male,40 | 32 | 50 | 40 | 24 | 30,19 | 19 | 21 | 19 | 5 | 9,0 feet to 1 feet,Male,Black,25,Large,6'1'' to 6'3'',No,No,Yes,,Other,No | No | No | No | No | No
FTN2016-0111,2/22/2016,FOB - Field Operations Bureau,4th District,A Platoon,Patrol,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,2,CEW Exhibited/Laser,L1,Unknown | Unknown,No,Black,Male,51,23,11 feet to 14 feet | 11 feet to 14 feet,Male | Male,Black | White, | 55,Small | Small,< 5'0'' | < 5'0'',No | No,No | No,No | No,,Refusal of Verbal Commands,No
FTN2017-0095,2/20/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,1,1,Firearm (Exhibited),L1,Mentally unstable,Yes,White,Male,39,14,11 feet to 14 feet,Male,White,29,Small,5'4'' to 5'6'',No,Yes,No,,Other,No
FTN2016-0069,2/3/2016,FOB - Field Operations Bureau,5th District,Task Force,A,,,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,4,2,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited) | Canine (No Bite),L1 | L1 | L1 | L1,None detected | None detected,Yes | Yes | Yes | Yes,Black | White | Asian/Pacific Islander | White,Male | Male | Male | Male,31 | 29 | 33 | 48,15 | 8 | 15 | 32,19 feet to 21 feet | 19 feet to 21 feet,Male | Male,Black | Black,23 | 20,Small | Small,5'4'' to 5'6'' | 5'4'' to 5'6'',No | No,No | No,No | No,,Resisting Lawful Arrest,No | No | No | No
FTN2016-0140,3/10/2016,FOB - Field Operations Bureau,4th District,A Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Good,Other,1,1,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,51,23,1 feet to 3 feet,Male,Black,27,Small,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2022-0087,3/7/2022,FOB - Field Operations Bureau,7th District,,,,,Completed,UOF Justified With Policy Violation,Call for Service,Good,Clear Conditions,1,1,Firearm (Exhibited),L1,None detected,Yes,White,Male,32,4,7 feet to 10 feet,Male,Black,22,Medium,5'7'' to 5'9'',No,No,Yes,,Other,No
FTN2016-0144,3/12/2016,FOB - Field Operations Bureau,4th District,A Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Good,Other,2,1,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,None detected,Yes | Yes,Black | White,Male | Male,42 | 28,18 | 9,7 feet to 10 feet,Male,Black,35,Medium,5'10'' to 6'0'',No,No,No,,Other,No | No
FTN2016-0090,2/11/2016,FOB - Field Operations Bureau,5th District,Task Force,A,Regular Working,,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,2,1,CEW Exhibited/Laser | CEW Exhibited/Laser,L1 | L1,None detected,Yes | Yes,White | Black,Male | Male,29 | 27,8 | 11,1 feet to 3 feet,Male,Black,37,Medium,5'10'' to 6'0'',No,No,Yes,,Refusal of Verbal Commands,No | No
FTN2016-0254,5/5/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,1,CEW Deployment,L2,Unknown,No,Black,Male,28,11,1 feet to 3 feet,Male,Black,17,Large,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Officer w/Weapon,No
FTN2016-0353,7/4/2016,FOB - Field Operations Bureau,7th District,Evening Watch,Patrol,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,2,1,Hands | Hands,L1 | L1,Mentally unstable,Yes | Yes,Black | White,Male | Male,43 | 27,9 | 9,0 feet to 1 feet,Male,Black,11,Small,< 5'0'',No,Yes,No,,Other,No | No
FTN2016-0508,10/14/2016,FOB - Field Operations Bureau,8th District,Bourbon Promenade,Patrol,Regular Working,,Completed,Use Of Force Authorized,Other,Good,Clear Conditions,3,1,Hands | Other | Other,L1 | L1 | L1,Unknown,Yes | Yes | Yes,White | Black | Black,Male | Male | Male,38 | 41 | 47,19 | 21 | 32,11 feet to 14 feet,Male,Black,31,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No | No | No
FTN2021-0193,6/19/2021,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,,Completed,UOF Justified,Arresting,Good,Clear Conditions,3,3,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1,Unknown | Unknown | Unknown,Yes | Yes | Yes,Black | White | Black,Male | Female | Male,46 | 42 | 27,16 | 9 | 4,11 feet to 14 feet | 11 feet to 14 feet | 11 feet to 14 feet,Female | Male | Male,Black | Black | Black,0 | 0 | 0,Medium | Medium | Medium,5'10'' to 6'0'' | 5'10'' to 6'0'' | 5'10'' to 6'0'',No | No | No,No | No | No,Yes | Yes | Yes,,Other,No | No | No
FTN2017-0541,10/14/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,,Completed,Use Of Force Authorized,Other,Good,Clear Conditions,2,1,Rifle (Pointed) | Force (Take Down),L1 | L2,Unknown Drugs,Yes | Yes,White | White,Male | Male,39 | 33,17 | 12,11 feet to 14 feet,Male,Black,34,Large,> 6'3'',Yes,Yes,Yes,,Tactical Deployments,No | No
FTN2016-0299,6/7/2016,FOB - Field Operations Bureau,7th District,Day Watch,,,,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,1,1,Firearm (Exhibited),L1,Alchohol,Yes,White,Male,32,19,1 feet to 3 feet,Male,Black,34,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0246,5/3/2016,FOB - Field Operations Bureau,8th District,C Platoon,,,,Completed,Use Of Force Authorized,Pedestrian Stop,Poor,Clear Conditions,1,1,Firearm (Exhibited),L1,Unknown Drugs,Yes,Hispanic,Male,36,12,7 feet to 10 feet,Male,Black,24,Small,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0400,8/5/2016,FOB - Field Operations Bureau,8th District,C Platoon,,,,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,2,1,CEW | Hands,L4 | L1,Unknown,Yes | Yes,Hispanic | White,Male | Male,36 | 29,12 | 9,7 feet to 10 feet,Male,White,27,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Refusal of Verbal Commands,No | No
FTN2016-0113,2/22/2016,FOB - Field Operations Bureau,3rd District,B Platoon,,,,Completed,Use Of Force Authorized,Traffic Stop,Poor,Clear Conditions,1,1,Firearm (Exhibited),L1,None detected,Yes,Black,Male,41,16,11 feet to 14 feet,Male,Black,28,Small,5'4'' to 5'6'',No,No,Yes,,Refusal of Verbal Commands,No
FTN2016-0124,3/3/2016,FOB - Field Operations Bureau,8th District,B Platoon,Patrol,,,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,6,1,Hands | Hands | Hands | Hands | Hands | Hands,L1 | L1 | L1 | L1 | L1 | L1,Mentally unstable,Yes | Yes | Yes | No | Yes | Yes,Black | White | White | Asian/Pacific Islander | Asian/Pacific Islander | White,Female | Male | Male | Male | Male | Male,31 | 32 | 33 | 41 | 41 | 30,15 | 15 | 12 | 9 | 9 | 10,0 feet to 1 feet,Male,White,34,Large,5'7'' to 5'9'',No,No,Yes,,Battery on Police Officer,No | No | No | No | No | No
FTN2016-0373,7/15/2016,FOB - Field Operations Bureau,2nd District,B Platoon,,,,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,1,1,Firearm (Exhibited),L1,Unknown,Yes,White,Male,40,10,7 feet to 10 feet,Male,Black,21,Large,5'7'' to 5'9'',Yes,Yes,Yes,,Refusal of Verbal Commands,No
FTN2016-0493,10/4/2016,FOB - Field Operations Bureau,2nd District,A Platoon,,,,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,2,1,Firearm (Exhibited) | Force (Take Down),L1 | L2,None detected,No | Yes,White | White,Female | Male,43 | 38,24 | 22,1 feet to 3 feet,Male,Black,15,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,No | No
FTN2017-0055,2/3/2017,FOB - Field Operations Bureau,3rd District,Task Force,A,Regular Working,,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,2,1,Hands | Hands,L1 | L1,Alchohol and unknown drugs,Yes | Yes,Black | White,Male | Male,38 | 36,19 | 12,1 feet to 3 feet,Female,Black,26,Medium,5'4'' to 5'6'',No,No,Yes,,Resisting Lawful Arrest,No | No
FTN2016-0532,10/26/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,3,3,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1,Unknown | Unknown | Unknown,Yes | Yes | Yes,Asian/Pacific Islander | White | Black,Male | Male | Male,31 | 38 | 28,17 | 17 | 11,4 feet to 6 feet | 4 feet to 6 feet | 4 feet to 6 feet,Male | Female | Male,Black | Black | Black,32 | 22 | 39,Large | Large | Large,5'10'' to 6'0'' | 5'10'' to 6'0'' | 5'10'' to 6'0'',No | No | No,No | No | No,Yes | Yes | Yes,,Other,No | No | No
FTN2016-0607,12/2/2016,FOB - Field Operations Bureau,3rd District,Task Force,A,Regular Working,,Completed,Use Of Force Authorized,Traffic Stop,Poor,Clear Conditions,2,1,Force (Escort Tech) | Force (Escort Tech),L1 | L1,Unknown Drugs,Yes | Yes,White | White,Male | Male,38 | 39,15 | 14,0 feet to 1 feet,Male,Black,0,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No | No
FTN2016-0394,8/2/2016,FOB - Field Operations Bureau,7th District,Day Watch,,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,2,Firearm (Exhibited),L1,Unknown | Unknown,Yes,Black,Male,39,25,4 feet to 6 feet | 4 feet to 6 feet,Male | Male,Black | Black,17 | 19,Medium | Medium,5'10'' to 6'0'' | 5'10'' to 6'0'',No | No,No | No,Yes | Yes,,Other,No
FTN2017-0051,2/1/2017,FOB - Field Operations Bureau,3rd District,Task Force,A,Regular Working,,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,1,1,CEW Exhibited/Laser,L1,None detected,Yes,Black,Male,38,19,7 feet to 10 feet,Male,Black,18,Small,5'7'' to 5'9'',No,No,Yes,,Other,No
FTN2016-0174,3/28/2016,FOB - Field Operations Bureau,4th District,B Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,2,Firearm (Exhibited),L1,Unknown | Unknown,Yes,Black,Male,34,17,11 feet to 14 feet | 11 feet to 14 feet,Male | Male,Black | Black,23 | 22,,,No | No,No | No,No | No,,Other,No
FTN2017-0302,6/14/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,1,1,Firearm (Exhibited),L1,Unknown,Yes,White,Male,33,12,0 feet to 1 feet,Male,Black,20,Large,6'1'' to 6'3'',No,No,Yes,,Resisting Lawful Arrest,No
