PIB File Number,Subject Influencing Factors,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested
FTN2016-0124,Mentally unstable,0 feet to 1 feet,Male,White,34,Large,5'7'' to 5'9'',No,No,Yes
FTN2016-0373,Unknown,7 feet to 10 feet,Male,Black,21,Large,5'7'' to 5'9'',Yes,Yes,Yes
FTN2016-0493,None detected,1 feet to 3 feet,Male,Black,15,Small,5'4'' to 5'6'',No,Yes,Yes
FTN2017-0055,Alchohol and unknown drugs,1 feet to 3 feet,Female,Black,26,Medium,5'4'' to 5'6'',No,No,Yes
FTN2016-0532,Unknown ,4 feet to 6 feet ,Male ,Black ,32 ,Large ,5'10'' to 6'0'' ,No ,No ,Yes 
FTN2016-0532, Unknown , 4 feet to 6 feet , Female , Black , 22 , Large , 5'10'' to 6'0'' , No , No , Yes 
FTN2016-0532, Unknown, 4 feet to 6 feet, Male, Black, 39, Large, 5'10'' to 6'0'', No, No, Yes
FTN2016-0607,Unknown Drugs,0 feet to 1 feet,Male,Black,0,Medium,5'7'' to 5'9'',No,No,Yes
FTN2016-0394,Unknown ,4 feet to 6 feet ,Male ,Black ,17 ,Medium ,5'10'' to 6'0'' ,No ,No ,Yes 
FTN2016-0394, Unknown, 4 feet to 6 feet, Male, Black, 19, Medium, 5'10'' to 6'0'', No, No, Yes
FTN2017-0051,None detected,7 feet to 10 feet,Male,Black,18,Small,5'7'' to 5'9'',No,No,Yes
FTN2016-0174,Unknown ,11 feet to 14 feet ,Male ,Black ,23 ,Unknown,Unknown,No ,No ,No 
FTN2016-0174, Unknown, 11 feet to 14 feet, Male, Black, 22,Unknown,Unknown, No, No, No
FTN2017-0302,Unknown,0 feet to 1 feet,Male,Black,20,Large,6'1'' to 6'3'',No,No,Yes
FTN2016-0556,Unknown,0 feet to 1 feet,Male,Black,15,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2017-0041,None detected,1 feet to 3 feet,Male,Black,37,Medium,5'10'' to 6'0'',No,No,Yes
FTN2016-0485,None detected,15 feet to 18 feet,Male,Black,20,Small,5'4'' to 5'6'',No,Yes,Yes
FTN2016-0534,None detected,4 feet to 6 feet,Female,Black,78,Small,5'0'' to 5'3'',No,No,No
FTN2017-0155,None detected,15 feet to 18 feet,Male,Black,18,Medium,5'4'' to 5'6'',No,No,Yes
FTN2017-0164,Unknown,1 feet to 3 feet,Male,Black,22,Small,5'4'' to 5'6'',No,No,Yes
FTN2017-0042,Unknown,11 feet to 14 feet,Male,Black,31,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2016-0504,Mentally unstable,0 feet to 1 feet,Male,Black,52,Medium,5'10'' to 6'0'',No,No,No
FTN2016-0343,Unknown ,7 feet to 10 feet ,Male ,Black ,31 ,Small ,5'7'' to 5'9'' ,No ,No ,Yes 
FTN2016-0343, Unknown, 7 feet to 10 feet, Male, Black, 58, Small, 5'7'' to 5'9'', No, No, Yes
FTN2016-0417,Unknown ,1 feet to 3 feet ,Male ,Black ,56 ,Large ,5'7'' to 5'9'' ,No ,No ,Yes 
FTN2016-0417, Unknown , 1 feet to 3 feet , Female , Black , 39 , Large , 5'7'' to 5'9'' , No , No , Yes 
FTN2016-0417, Unknown, 1 feet to 3 feet, Male, Black, 41, Large, 5'7'' to 5'9'', No, No, Yes
FTN2019-0113,Unknown,11 feet to 14 feet,Male,Black,26,Medium,5'7'' to 5'9'',No,No,Yes
FTN2016-0137,Unknown,11 feet to 14 feet,Female,Black,17,Large,5'7'' to 5'9'',No,No,No
FTN2016-0390,Unknown,1 feet to 3 feet,Male,Black,18,Small,5'4'' to 5'6'',No,No,Yes
FTN2016-0397,None detected ,1 feet to 3 feet ,Male ,Black ,19 ,Medium ,5'7'' to 5'9'' ,No ,No ,Yes 
FTN2016-0397, None detected , 1 feet to 3 feet , Male , Black , 18 , Medium , 5'7'' to 5'9'' , No , No , Yes 
FTN2016-0397, None detected, 1 feet to 3 feet, Male, Black, 24, Medium, 5'7'' to 5'9'', No, No, Yes
FTN2017-0063,Unknown ,4 feet to 6 feet ,Male ,Black ,21 ,Medium ,5'10'' to 6'0'' ,No ,No ,Yes 
FTN2017-0063, Unknown , 4 feet to 6 feet , Male , Black , 23 , Medium , 5'10'' to 6'0'' , No , No , Yes 
FTN2017-0063, Unknown, 4 feet to 6 feet, Male, Black, 25, Medium, 5'10'' to 6'0'', No, No, Yes
FTN2016-0073,Unknown,0 feet to 1 feet,Male,Black,32,Medium,5'4'' to 5'6'',No,No,Yes
FTN2016-0328,None detected,1 feet to 3 feet,Male,Black,31,Small,5'10'' to 6'0'',No,No,Yes
FTN2017-0154,Unknown ,1 feet to 3 feet ,Male ,Black ,66 ,Medium ,5'10'' to 6'0'' ,No ,No ,Yes 
FTN2017-0154, Unknown, 1 feet to 3 feet, Female, Black, 40, Medium, 5'10'' to 6'0'', No, No, Yes
FTN2016-0333,Unknown,0 feet to 1 feet,Female,Black,31,Small,5'4'' to 5'6'',No,No,Yes
FTN2017-0037,Unknown ,4 feet to 6 feet ,Male ,Black ,27 ,Medium ,5'10'' to 6'0'' ,Yes ,No ,No 
FTN2017-0037, Unknown , 4 feet to 6 feet , Male , Black , 30 , Medium , 5'10'' to 6'0'' , Yes , No , No 
FTN2017-0037, Unknown, 4 feet to 6 feet, Male, Black, 31, Medium, 5'10'' to 6'0'', Yes, No, No
FTN2016-0230,Unknown,1 feet to 3 feet,Male,Black,46,Medium,5'10'' to 6'0'',No,No,Yes
FTN2016-0582,None detected,0 feet to 1 feet,Male,Black,21,Medium,5'10'' to 6'0'',No,No,Yes
FTN2016-0013,Mentally unstable,4 feet to 6 feet,Male,Black,Unknown,Medium,5'10'' to 6'0'',No,Yes,No
FTN2016-0434,Unknown,Unknown,Female ,Black ,22 ,Unknown,Unknown,No ,No ,No 
FTN2016-0434,Unknown,Unknown, Female , Black , 22 ,Unknown,Unknown, No , No , No 
FTN2016-0434,Unknown,Unknown, Male , Black , 26 ,Unknown,Unknown, No , No , No 
FTN2016-0434,Unknown,Unknown, Male , Black , 28 ,Unknown,Unknown, No , No , No 
FTN2016-0434,Unknown,Unknown, Male, Black, 22,Unknown,Unknown, No, No, No
FTN2017-0112,Unknown,1 feet to 3 feet,Male,Black,34,Medium,5'10'' to 6'0'',No,No,Yes
FTN2016-0606,Mentally unstable,11 feet to 14 feet,Male,Black,43,Small,5'10'' to 6'0'',No,Yes,Yes
FTN2016-0079,Mentally unstable,1 feet to 3 feet,Female,Black,0,Small,5'0'' to 5'3'',Yes,Yes,No
FTN2016-0107,Mentally unstable,0 feet to 1 feet,Female,White,29,Medium,5'4'' to 5'6'',No,Yes,No
FTN2017-0187,Unknown,0 feet to 1 feet,Male,Black,37,Small,5'7'' to 5'9'',No,No,Yes
FTN2016-0396,None detected ,Unknown,Male ,Black ,29 ,Unknown,Unknown,No ,No ,No 
FTN2016-0396, None detected ,Unknown, Male , Black , 29 ,Unknown,Unknown, No , No , No 
FTN2016-0396, None detected,Unknown, Male, Black, 29,Unknown,Unknown, No, No, No
FTN2017-0004,Unknown,1 feet to 3 feet,Male,Black,50,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2016-0108,Alchohol and unknown drugs,0 feet to 1 feet,Male,Black,28,XLarge,6'1'' to 6'3'',No,Yes,Yes
FTN2016-0464,Unknown,Unknown,Male ,Black ,28 ,Unknown,Unknown,No ,No ,Yes 
FTN2016-0464,Unknown,Unknown, Female, Black, 14,Unknown,Unknown, No, No, Yes
FTN2016-0345,None detected,1 feet to 3 feet,Male,Black,20,Small,5'10'' to 6'0'',No,No,Yes
FTN2016-0318,Unknown,1 feet to 3 feet,Male,White,Unknown,Large,6'1'' to 6'3'',No,Yes,No
FTN2016-0132,Unknown,1 feet to 3 feet ,Male ,Black ,18 ,Small ,5'4'' to 5'6'' ,No ,No ,Yes 
FTN2016-0132,Unknown, 1 feet to 3 feet , Male , Black , 18 , Small , 5'4'' to 5'6'' , No , No , Yes 
FTN2016-0132,Unknown, 1 feet to 3 feet , Male , Black , 16 , Small , 5'4'' to 5'6'' , No , No , Yes 
FTN2016-0132,Unknown, 1 feet to 3 feet, Male, Black, 16, Small, 5'4'' to 5'6'', No, No, Yes
FTN2016-0182,None detected,1 feet to 3 feet,Male,Black,37,Large,5'4'' to 5'6'',No,No,No
FTN2016-0564,None detected,11 feet to 14 feet,Male,Black,17,Medium,5'7'' to 5'9'',No,No,Yes
FTN2017-0033,Alchohol,1 feet to 3 feet,Male,Black,51,Medium,5'7'' to 5'9'',Yes,Yes,Yes
FTN2016-0004,Unknown,0 feet to 1 feet,Male,Black,22,Small,5'4'' to 5'6'',No,No,Yes
FTN2016-0239,Unknown Drugs,1 feet to 3 feet,Male,White,31,Medium,5'10'' to 6'0'',No,No,Yes
FTN2016-0161,None detected,0 feet to 1 feet,Male,Black,39,Medium,5'10'' to 6'0'',No,No,No
FTN2017-0563,Unknown,4 feet to 6 feet,Male,White,26,Medium,5'7'' to 5'9'',Yes,Yes,Yes
FTN2016-0336,Unknown,11 feet to 14 feet,Female,Black,Unknown,Medium,5'10'' to 6'0'',No,No,No
FTN2016-0257,None detected ,7 feet to 10 feet ,Male ,White ,20 ,Small ,5'7'' to 5'9'' ,No ,No ,Yes 
FTN2016-0257, None detected, 7 feet to 10 feet, Male, White, 21, Small, 5'7'' to 5'9'', No, No, Yes
FTN2016-0262,Unknown,0 feet to 1 feet,Male,Black,27,Medium,6'1'' to 6'3'',Yes,Yes,Yes
FTN2016-0341,Unknown,1 feet to 3 feet,Male,White,33,Medium,5'7'' to 5'9'',No,Yes,No
FTN2017-0003,None detected ,1 feet to 3 feet ,Male ,Black ,23 ,Medium ,> 6'3'' ,No ,No ,Yes 
FTN2017-0003, None detected, 1 feet to 3 feet, Male, Black, 22, Medium, > 6'3'', No, No, Yes
FTN2016-0093,Mentally unstable,1 feet to 3 feet,Male,Black,16,Medium,6'1'' to 6'3'',No,Yes,No
FTN2016-0154,None detected,22 feet to 25 feet,Male,Black,17,Small,5'7'' to 5'9'',No,No,Yes
FTN2017-0169,Unknown Drugs,0 feet to 1 feet,Male,Black,51,Medium,5'7'' to 5'9'',No,Yes,No
FTN2016-0356,Unknown,1 feet to 3 feet,Male,Black,31,Medium,< 5'0'',No,No,No
FTN2016-0047,Unknown ,11 feet to 14 feet ,Male ,Black ,16 ,Unknown,Unknown,Yes ,Yes ,Yes 
FTN2016-0047, Unknown , 11 feet to 14 feet , Male , Black , 16 ,Unknown,Unknown, Yes , Yes , Yes 
FTN2016-0047, Unknown, 11 feet to 14 feet, Male, Black, 16,Unknown,Unknown, Yes, Yes, Yes
FTN2016-0055,Unknown,Unknown,Sex-Unk,Unknown,Unknown,Unknown,Unknown,No,No,No
FTN2016-0414,Unknown,1 feet to 3 feet,Male,Black,31,Small,5'10'' to 6'0'',No,Yes,Yes
FTN2016-0509,Unknown,1 feet to 3 feet,Male,Race-Unknown,31,Medium,5'10'' to 6'0'',Yes,Yes,No
FTN2016-0002,Alchohol and unknown drugs,7 feet to 10 feet,Male,White,29,Medium,5'10'' to 6'0'',No,No,No
FTN2016-0169,Alchohol,1 feet to 3 feet,Male,Black,27,Small,5'4'' to 5'6'',No,Yes,Yes
FTN2016-0175,None detected,11 feet to 14 feet,Male,Black,17,Medium,< 5'0'',No,No,Yes
FTN2017-0165,Mentally unstable,1 feet to 3 feet,Male,Black,36,Large,5'7'' to 5'9'',Yes,Yes,No
FTN2016-0199,Unknown,Unknown,Male,Unknown,Unknown,Unknown,Unknown,Yes,Yes,No
FTN2016-0595,Unknown,0 feet to 1 feet,Male,Black,34,Small,5'7'' to 5'9'',No,No,No
FTN2016-0543,Unknown ,11 feet to 14 feet ,Male ,Black ,15 ,Unknown,Unknown,No ,No ,Yes 
FTN2016-0543, Unknown, 11 feet to 14 feet, Male, Black, 38,Unknown,Unknown, No, No, Yes
FTN2016-0326,None detected ,Unknown,Male ,Black ,60 ,Medium ,5'10'' to 6'0'' ,No ,No ,No 
FTN2016-0326, None detected,Unknown, Female, Black, 59, Medium, 5'10'' to 6'0'', No, No, No
FTN2016-0162,Unknown,4 feet to 6 feet,Male,Black,52,Small,5'4'' to 5'6'',No,No,Yes
FTN2016-0007,None detected,7 feet to 10 feet,Male,Black,35,Large,6'1'' to 6'3'',No,No,Yes
FTN2016-0587,None detected,1 feet to 3 feet,Male,Black,54,Small,5'10'' to 6'0'',No,No,Yes
FTN2016-0506,Alchohol,0 feet to 1 feet,Male,White,64,Medium,6'1'' to 6'3'',No,No,Yes
FTN2016-0029,None detected,1 feet to 3 feet,Male,Black,41,Medium,5'7'' to 5'9'',No,No,Yes
FTN2016-0260,Unknown,0 feet to 1 feet,Male,Black,50,Medium,5'4'' to 5'6'',No,No,Yes
FTN2016-0292,Alchohol,0 feet to 1 feet,Female,Black,26,Small,5'0'' to 5'3'',No,No,Yes
FTN2016-0215 ,None detected,11 feet to 14 feet,Male,Black,16,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2016-0141,Unknown,1 feet to 3 feet,Male,Black,37,Medium,5'4'' to 5'6'',No,No,No
FTN2016-0028,None detected ,1 feet to 3 feet ,Male ,Black ,34 ,Medium ,5'10'' to 6'0'' ,No ,No ,Yes 
FTN2016-0028, None detected , 1 feet to 3 feet , Female , Black , 30 , Medium , 5'10'' to 6'0'' , No , No , Yes 
FTN2016-0028, None detected , 1 feet to 3 feet , Male , Black , 23 , Medium , 5'10'' to 6'0'' , No , No , Yes 
FTN2016-0028, None detected , 1 feet to 3 feet , Female , Black , 30 , Medium , 5'10'' to 6'0'' , No , No , Yes 
FTN2016-0028, None detected , 1 feet to 3 feet , Male , Black , 62 , Medium , 5'10'' to 6'0'' , No , No , Yes 
FTN2016-0028, None detected , 1 feet to 3 feet , Female , Black , 20 , Medium , 5'10'' to 6'0'' , No , No , Yes 
FTN2016-0028, None detected , 1 feet to 3 feet , Male , Black , 50 , Medium , 5'10'' to 6'0'' , No , No , Yes 
FTN2016-0028, None detected , 1 feet to 3 feet , Male , Black , 24 , Medium , 5'10'' to 6'0'' , No , No , Yes 
FTN2016-0028, None detected , 1 feet to 3 feet , Male , Black , 13 , Medium , 5'10'' to 6'0'' , No , No , Yes 
FTN2016-0028, None detected , 1 feet to 3 feet , Male , Black , 8 , Medium , 5'10'' to 6'0'' , No , No , Yes 
FTN2016-0028, None detected , 1 feet to 3 feet , Male , Black , 6 , Medium , 5'10'' to 6'0'' , No , No , Yes 
FTN2016-0028, None detected , 1 feet to 3 feet , Male , Black , 14 , Medium , 5'10'' to 6'0'' , No , No , Yes 
FTN2016-0028, None detected, 1 feet to 3 feet, Male, Black, 50, Medium, 5'10'' to 6'0'', No, No, Yes
FTN2016-0550,Unknown,0 feet to 1 feet,Male,White,0,Medium,5'10'' to 6'0'',Yes,Yes,Yes
FTN2016-0605,Mentally unstable,1 feet to 3 feet,Female,Black,43,Medium,5'0'' to 5'3'',No,No,Yes
FTN2016-0177,None detected,15 feet to 18 feet,Male,Black,29,Small,5'10'' to 6'0'',Yes,Yes,No
FTN2016-0045,Unknown ,11 feet to 14 feet ,Female ,Black ,33 ,Medium ,5'7'' to 5'9'' ,No ,No ,No 
FTN2016-0045, Unknown, 11 feet to 14 feet, Male, Black, 29, Medium, 5'7'' to 5'9'', No, No, No
FTN2016-0118,Unknown ,1 feet to 3 feet ,Male ,Black ,39 ,Medium ,5'10'' to 6'0'' ,No ,No ,Yes 
FTN2016-0118, Unknown , 1 feet to 3 feet , Male , Black , 40 , Medium , 5'10'' to 6'0'' , No , No , Yes 
FTN2016-0118, Unknown , 1 feet to 3 feet , Female , Black , 32 , Medium , 5'10'' to 6'0'' , No , No , Yes 
FTN2016-0118, Unknown, 1 feet to 3 feet, Female, Black, 33, Medium, 5'10'' to 6'0'', No, No, Yes
FTN2017-0094,Unknown,1 feet to 3 feet,Male,Black,20,Small,5'10'' to 6'0'',No,No,No
FTN2016-0579,None detected,1 feet to 3 feet,Male,Hispanic,21,Small,5'4'' to 5'6'',No,No,Yes
FTN2016-0588,None detected,0 feet to 1 feet,Male,Black,28,Large,5'10'' to 6'0'',Yes,No,Yes
FTN2016-0304,Alchohol,7 feet to 10 feet,Male,Black,49,Medium,5'7'' to 5'9'',No,No,Yes
FTN2016-0598,None detected,11 feet to 14 feet,Male,Black,20,Medium,5'10'' to 6'0'',No,No,Yes
FTN2016-0134,Unknown ,1 feet to 3 feet ,Female ,White ,38 ,Medium ,5'4'' to 5'6'' ,No ,No ,No 
FTN2016-0134, Unknown , 1 feet to 3 feet , Male , Asian , 32 , Medium , 5'4'' to 5'6'' , No , No , No 
FTN2016-0134, Unknown , 1 feet to 3 feet , Male , Black , 60 , Medium , 5'4'' to 5'6'' , No , No , No 
FTN2016-0134, Unknown, 1 feet to 3 feet, Male, Black, 61, Medium, 5'4'' to 5'6'', No, No, No
FTN2016-0128,Unknown,Unknown,Male ,Black ,36 ,Unknown,Unknown,No ,No ,No 
FTN2016-0128,Unknown,Unknown, Male, Black, 35,Unknown,Unknown, No, No, No
FTN2016-0142,Unknown,0 feet to 1 feet,Male,Black,23,Medium,5'4'' to 5'6'',No,No,Yes
FTN2016-0178,Mentally unstable,1 feet to 3 feet,Female,White,Unknown,Medium,5'0'' to 5'3'',No,Yes,No
FTN2016-0186,Mentally unstable,Unknown,Female,Black,Unknown,Unknown,Unknown,No,Yes,No
FTN2016-0224,Unknown,11 feet to 14 feet,Male,Black,25,Medium,5'10'' to 6'0'',No,No,Yes
FTN2016-0022,Alchohol,0 feet to 1 feet,Male,Black,37,Medium,6'1'' to 6'3'',No,No,Yes
FTN2017-0039,None detected ,4 feet to 6 feet ,Male ,Black ,30 ,Unknown,Unknown,No ,No ,Yes 
FTN2017-0039, None detected, 4 feet to 6 feet, Male, Black, 31,Unknown,Unknown, No, No, Yes
FTN2017-0089,Unknown,4 feet to 6 feet,Male,Black,23,Medium,6'1'' to 6'3'',No,No,Yes
FTN2017-0138,None detected ,19 feet to 21 feet ,Male ,Black ,20 ,Medium ,5'7'' to 5'9'' ,No ,No ,Yes 
FTN2017-0138, None detected , 19 feet to 21 feet , Male , Black , 19 , Medium , 5'7'' to 5'9'' , No , No , Yes 
FTN2017-0138, None detected , 19 feet to 21 feet , Male , Black , 28 , Medium , 5'7'' to 5'9'' , No , No , Yes 
FTN2017-0138, None detected, 19 feet to 21 feet, Male, Black, 24, Medium, 5'7'' to 5'9'', No, No, Yes
FTN2016-0188,Mentally unstable,1 feet to 3 feet,Male,Black,35,Medium,6'1'' to 6'3'',No,No,Yes
FTN2016-0369,Unknown Drugs,0 feet to 1 feet,Male,Black,Unknown,Small,5'7'' to 5'9'',No,No,Yes
FTN2016-0384,Unknown,0 feet to 1 feet,Male,Black,30,Small,5'4'' to 5'6'',No,No,Yes
FTN2016-0465,Mentally unstable,0 feet to 1 feet,Male,Black,24,Small,5'10'' to 6'0'',Yes,Yes,Yes
FTN2016-0316,Unknown ,11 feet to 14 feet ,Female ,Black ,16 ,Medium ,5'0'' to 5'3'' ,No ,No ,Yes 
FTN2016-0316, Unknown, 11 feet to 14 feet, Male, Black, 18, Medium, 5'0'' to 5'3'', No, No, Yes
FTN2016-0578,None detected,4 feet to 6 feet,Male,Black,21,Small,5'10'' to 6'0'',No,No,Yes
FTN2021-0041,Unknown,4 feet to 6 feet,Male,White,Unknown,Small,6'1'' to 6'3'',Yes,Yes,Yes
FTN2016-0138,Alchohol and unknown drugs,11 feet to 14 feet,Male,Black,44,Medium,5'10'' to 6'0'',No,Yes,No
FTN2016-0623,Mentally unstable,0 feet to 1 feet,Unknown,Unknown,38,Large,5'4'' to 5'6'',No,Yes,No
FTN2016-0480,Mentally unstable,1 feet to 3 feet,Male,Black,27,XLarge,5'0'' to 5'3'',No,No,Yes
FTN2016-0386,Alchohol,0 feet to 1 feet,Male,White,65,Large,5'10'' to 6'0'',No,No,No
FTN2016-0204,None detected ,0 feet to 1 feet ,Male ,Black ,25 ,Large ,5'10'' to 6'0'' ,No ,No ,Yes 
FTN2016-0204, None detected , 0 feet to 1 feet , Male , Black , 33 , Large , 5'10'' to 6'0'' , No , No , Yes 
FTN2016-0204, None detected , 0 feet to 1 feet , Male , Black , 33 , Large , 5'10'' to 6'0'' , No , No , Yes 
FTN2016-0204, None detected, 0 feet to 1 feet, Female, Black, 18, Large, 5'10'' to 6'0'', No, No, Yes
FTN2016-0340,Unknown ,1 feet to 3 feet ,Male ,Black ,14 ,Small ,5'4'' to 5'6'' ,No ,No ,Yes 
FTN2016-0340, Unknown, 1 feet to 3 feet, Male, Black, 18, Small, 5'4'' to 5'6'', No, No, Yes
FTN2017-0179,Unknown,4 feet to 6 feet,Male,Race-Unknown,41,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2016-0121,Unknown,0 feet to 1 feet,Male,White,43,Medium,5'4'' to 5'6'',Yes,No,Yes
FTN2016-0167,None detected,11 feet to 14 feet,Male,Black,17,Medium,5'10'' to 6'0'',No,No,Yes
FTN2019-0169,None detected,11 feet to 14 feet,Male,Black,16,Small,5'7'' to 5'9'',No,No,Yes
FTN2017-0181,None detected,4 feet to 6 feet,Male,Black,20,Medium,5'10'' to 6'0'',No,No,Yes
FTN2016-0419,Unknown,1 feet to 3 feet,Male,Black,17,Large,5'7'' to 5'9'',No,No,Yes
FTN2016-0321,Unknown,1 feet to 3 feet,Male,Black,30,Medium,5'7'' to 5'9'',No,No,Yes
FTN2017-0372,None detected,4 feet to 6 feet,Male,Black,17,Small,5'4'' to 5'6'',No,No,No
FTN2016-0406,Unknown ,11 feet to 14 feet ,Male ,Black ,15 ,Medium ,5'7'' to 5'9'' ,No ,No ,Yes 
FTN2016-0406, Unknown, 11 feet to 14 feet, Male, Black, 17, Medium, 5'7'' to 5'9'', No, No, Yes
FTN2016-0489,Alchohol,0 feet to 1 feet,Female,White,23,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2016-0248,None detected,11 feet to 14 feet,Male,Black,38,Medium,5'10'' to 6'0'',No,No,No
FTN2016-0312,Unknown,11 feet to 14 feet,Male,Black,19,Medium,5'7'' to 5'9'',No,No,No
FTN2016-0027,Unknown,1 feet to 3 feet,Male,Black,30,Medium,5'10'' to 6'0'',Yes,Yes,Yes
FTN2016-0011,None detected,0 feet to 1 feet,Male,Black,38,Medium,5'4'' to 5'6'',No,No,Yes
FTN2016-0024,None detected,0 feet to 1 feet,Male,Black,22,Medium,6'1'' to 6'3'',No,No,Yes
FTN2017-0140,Unknown,0 feet to 1 feet,Male,Black,20,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2017-0284,None detected,7 feet to 10 feet,Male,Black,25,Medium,5'7'' to 5'9'',No,No,Yes
FTN2016-0307,Unknown,7 feet to 10 feet,Male,Black,37,Medium,5'7'' to 5'9'',No,No,Yes
FTN2016-0483,Unknown,Unknown,Male,Black,28,Small,6'1'' to 6'3'',No,No,Yes
FTN2016-0037,Unknown,15 feet to 18 feet,Male,Black,19,Medium,5'7'' to 5'9'',No,No,Yes
FTN2016-0039,Unknown,4 feet to 6 feet,Male,Black,21,Medium,5'7'' to 5'9'',No,No,Yes
FTN2017-0008,None detected,0 feet to 1 feet,Unknown,Unknown,Unknown,Medium,5'7'' to 5'9'',No,No,Yes
FTN2016-0269,None detected,1 feet to 3 feet,Male,Black,24,Medium,6'1'' to 6'3'',Yes,Yes,Yes
FTN2016-0180,Alchohol,0 feet to 1 feet,Female,White,35,Small,5'4'' to 5'6'',No,No,Yes
FTN2016-0362,Unknown,7 feet to 10 feet,Male,Black,19,Medium,5'10'' to 6'0'',No,No,Yes
FTN2018-0377,None detected,0 feet to 1 feet,Male,Black,17,Medium,5'4'' to 5'6'',No,No,Yes
FTN2016-0447,Alchohol,11 feet to 14 feet,Male,Black,32,Medium,5'10'' to 6'0'',No,No,Yes
FTN2016-0574,None detected,1 feet to 3 feet,Male,Black,15,Medium,5'4'' to 5'6'',No,No,Yes
FTN2016-0195,None detected,1 feet to 3 feet,Male,Black,38,Medium,5'7'' to 5'9'',No,No,Yes
FTN2016-0058,None detected ,4 feet to 6 feet ,Male ,Black ,22 ,Small ,5'10'' to 6'0'' ,No ,No ,Yes 
FTN2016-0058, None detected, 4 feet to 6 feet, Male, Black, 21, Small, 5'10'' to 6'0'', No, No, Yes
FTN2016-0442,Alchohol,11 feet to 14 feet,Female,White,40,Small,5'0'' to 5'3'',No,No,Yes
FTN2016-0066,Unknown ,4 feet to 6 feet ,Male ,Black ,28 ,Medium ,5'10'' to 6'0'' ,No ,No ,Yes 
FTN2016-0066, Unknown , 4 feet to 6 feet , Male , Black , 22 , Medium , 5'10'' to 6'0'' , No , No , Yes 
FTN2016-0066, Unknown, 4 feet to 6 feet, Male, Black, 20, Medium, 5'10'' to 6'0'', No, No, Yes
FTN2016-0418,Alchohol,0 feet to 1 feet,Male,White,34,Medium,5'10'' to 6'0'',No,No,Yes
FTN2016-0067,Unknown,1 feet to 3 feet,Male,Black,34,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2022-0356,Unknown,0 feet to 1 feet,Female,Black,30,Small,5'4'' to 5'6'',Yes,No,No
FTN2022-0105,None detected,7 feet to 10 feet,Male,Black,19,Small,5'4'' to 5'6'',No,Yes,Yes
FTN2016-0223,Alchohol,11 feet to 14 feet,Male,Asian,30,Medium,< 5'0'',No,No,No
FTN2016-0374,None detected ,4 feet to 6 feet ,Male ,Black ,18 ,Small ,5'10'' to 6'0'' ,No ,No ,Yes 
FTN2016-0374, None detected , 4 feet to 6 feet , Male , Black , 18 , Small , 5'10'' to 6'0'' , No , No , Yes 
FTN2016-0374, None detected, 4 feet to 6 feet, Male, Black, 16, Small, 5'10'' to 6'0'', No, No, Yes
FTN2016-0404,Unknown,Unknown,Male,White,34,Small,5'10'' to 6'0'',No,Yes,Yes
FTN2016-0001,Alchohol and unknown drugs,0 feet to 1 feet,Male,Black,29,Large,> 6'3'',Yes,No,Yes
FTN2017-0251,Unknown,11 feet to 14 feet,Male,Black,30,Medium,5'10'' to 6'0'',No,No,Yes
FTN2016-0548,Alchohol,Unknown,Male,White,40,Medium,5'7'' to 5'9'',No,No,Yes
FTN2016-0217,Unknown,15 feet to 18 feet,Male,Black,17,Medium,5'0'' to 5'3'',No,No,Yes
FTN2016-0430,Mentally unstable ,0 feet to 1 feet ,Female ,Black ,18 ,Small ,5'4'' to 5'6'' ,No ,Yes ,No 
FTN2016-0430, Mentally unstable, 0 feet to 1 feet, Female, Black, 17, Small, 5'4'' to 5'6'', No, Yes, No
FTN2016-0208,Unknown,0 feet to 1 feet,Male,Black,18,Small,5'7'' to 5'9'',No,No,Yes
FTN2016-0611,Unknown,15 feet to 18 feet,Male,Black,31,Large,5'10'' to 6'0'',No,No,Yes
FTN2016-0620,None detected,19 feet to 21 feet,Male,Black,16,Small,5'4'' to 5'6'',No,No,Yes
FTN2016-0367,Unknown Drugs,11 feet to 14 feet,Male,Black,69,Large,6'1'' to 6'3'',No,No,Yes
FTN2016-0383,None detected,1 feet to 3 feet,Male,Hispanic,35,Small,5'7'' to 5'9'',No,No,Yes
FTN2016-0050,Unknown Drugs,Unknown,Male,Black,29,Unknown,Unknown,No,No,Yes
FTN2016-0306,Unknown,1 feet to 3 feet,Male,Black,0,Small,5'4'' to 5'6'',No,No,Yes
FTN2017-0258,None detected,7 feet to 10 feet,Male,Black,27,Small,5'4'' to 5'6'',No,No,Yes
FTN2017-0145,None detected,4 feet to 6 feet,Male,Hispanic,26,Small,5'7'' to 5'9'',No,No,Yes
FTN2017-0156,Unknown ,4 feet to 6 feet ,Male ,Black ,34 ,Medium ,5'10'' to 6'0'' ,Yes ,No ,No 
