PIB File Number,Date Occurred,Originating Bureau,Division Level,Division,Unit,Working Status,Shift,Investigation Status,Disposition,Service Type,Light Condition,Weather Condition,Subject Count,Officer Count
FTN2024-0032,1/22/2024,PIB - Public Integrity Bureau,PIB,Force Investigation Team,K-9 Section,Unknown,Unknown,Completed,UOF Justified With Policy Violation,Call for Service,Poor,Rainy Conditions - Light,2,1
FTN2024-0033,1/23/2024,FOB - Field Operations Bureau,8th District,D.I.U.,Persons,Unknown,Unknown,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2024-0038,1/25/2024,FOB - Field Operations Bureau,8th District,Unknown,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Good,Other,1,6
FTN2024-0035,1/23/2024,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Other,1,1
FTN2024-0039,1/28/2024,FOB - Field Operations Bureau,8th District,Unknown,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,2
FTN2024-0041,1/29/2024,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,Special Assignment,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Pedestrian Stop,Poor,Clear Conditions,1,3
FTN2024-0036,1/25/2024,FOB - Field Operations Bureau,1st District,Night Watch,Night Watch,Regular Working,Unknown,Completed,UOF Justified With Policy Violation,Call for Service,Poor,Clear Conditions,1,1
FTN2024-0042,1/31/2024,ISB - Investigation and Support Bureau,Criminal Investigations Division,Special Victims Section,Child Abuse,Unknown,Unknown,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,2
FTN2024-0045,2/2/2024,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2024-0044,2/2/2024,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2024-0049,2/4/2024,FOB - Field Operations Bureau,8th District,Unknown,Special Assignment,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Other,Good,Clear Conditions,1,1
FTN2024-0046,2/4/2024,FOB - Field Operations Bureau,2nd District,Unknown,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Traffic Stop,Poor,Clear Conditions,1,1
FTN2024-0043,2/2/2024,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,2
FTN2024-0048,2/4/2024,FOB - Field Operations Bureau,Special Operations Division,Other Support,K-9 Section,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2024-0050,2/4/2024,FOB - Field Operations Bureau,2nd District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,2
FTN2024-0052,2/6/2024,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,2,1
FTN2024-0055,2/7/2024,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Other,Good,Clear Conditions,1,2
FTN2024-0054,2/7/2024,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,2
FTN2024-0057,2/7/2024,FOB - Field Operations Bureau,8th District,Unknown,Bourbon Street,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Pedestrian Stop,Poor,Clear Conditions,1,1
FTN2024-0051,2/5/2024,FOB - Field Operations Bureau,2nd District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,1,1
FTN2024-0053,2/7/2024,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Regular Working,Unknown,Completed,UOF Justified,Other,Good,Clear Conditions,1,2
FTN2024-0056,2/7/2024,FOB - Field Operations Bureau,1st District,D.I.U.,Persons,Unknown,Unknown,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,1,1
FTN2024-0058,2/9/2024,FOB - Field Operations Bureau,8th District,Unknown,Other,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2024-0061,2/10/2024,ISB - Investigation and Support Bureau,Special Investigations Division,Intelligence Section,Special Assignment,Regular Working,Between 7pm - 7am,Completed,UOF Justified With Policy Violation,Other,Good,Clear Conditions,1,3
FTN2024-0148,2/8/2024,FOB - Field Operations Bureau,1st District,Other Support,LCPD/MCSD,Unknown,Unknown,Completed,UOF Not Justified,Other,Good,Clear Conditions,1,1
FTN2024-0059,2/10/2024,FOB - Field Operations Bureau,5th District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified With Policy Violation,Call for Service,Good,Clear Conditions,1,2
FTN2024-0064,2/11/2024,FOB - Field Operations Bureau,8th District,Unknown,Bourbon Street,Regular Working,Between 11pm-7am,Completed,UOF Justified,Pedestrian Stop,Poor,Clear Conditions,1,3
FTN2024-0060,2/11/2024,PIB - Public Integrity Bureau,PIB,Force Investigation Team,Unknown,Regular Working,Unknown,Completed,UOF Justified,Other,Good,Clear Conditions,1,2
FTN2024-0065,2/11/2024,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2024-0066,2/13/2024,FOB - Field Operations Bureau,2nd District,Unknown,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2024-0067,2/13/2024,FOB - Field Operations Bureau,8th District,Night Watch,Night Watch,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,4
FTN2024-0068,2/13/2024,FOB - Field Operations Bureau,8th District,Unknown,Bourbon Street,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2024-0072,2/15/2024,FOB - Field Operations Bureau,1st District,Day Watch,Day Watch,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2024-0071,2/15/2024,FOB - Field Operations Bureau,4th District,Unknown,Night Watch,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,1
FTN2024-0063,2/11/2024,PSAB - Prof Standards & Accountability Bureau,Education and Training Division,Other Support,Special Assignment,Regular Working,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2024-0074,2/16/2024,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Other,Poor,Clear Conditions,1,2
FTN2024-0070,2/15/2024,MSB - Management Services Bureau,Education and Training Division,Education,Recruits,Unknown,Unknown,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,3
FTN2024-0075,2/20/2024,FOB - Field Operations Bureau,6th District,Unknown,Investigations,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,3
FTN2024-0073,2/16/2024,FOB - Field Operations Bureau,Special Operations Division,Other Support,K-9 Section,Unknown,Unknown,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,2
FTN2024-0077,2/24/2024,FOB - Field Operations Bureau,6th District,Unknown,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified With Policy Violation,Call for Service,Good,Clear Conditions,1,2
FTN2024-0076,2/20/2024,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2024-0081,3/1/2024,FOB - Field Operations Bureau,8th District,Unknown,Bourbon Street,Regular Working,Between 11pm-7am,Completed,UOF Justified,Pedestrian Stop,Poor,Clear Conditions,1,1
FTN2024-0080,3/1/2024,FOB - Field Operations Bureau,2nd District,Unknown,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,3
FTN2024-0082,3/2/2024,FOB - Field Operations Bureau,6th District,Unknown,Patrol,Unknown,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,2
FTN2024-0078,2/28/2024,FOB - Field Operations Bureau,2nd District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2024-0084,3/4/2024,FOB - Field Operations Bureau,6th District,Unknown,Investigations,Paid Detail,Between 7am - 7pm,Completed,UOF Justified,Other,Good,Rainy Conditions - Medium,1,5
FTN2024-0083,3/3/2024,FOB - Field Operations Bureau,3rd District,Unknown,Investigations,Regular Working,Unknown,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2024-0087,3/6/2024,FOB - Field Operations Bureau,8th District,Unknown,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified With Policy Violation,Call for Service,Good,Clear Conditions,1,2
FTN2024-0086,3/6/2024,FOB - Field Operations Bureau,Special Operations Division,VOWS/Extradition,VOWS/Extradition,Unknown,Unknown,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,4,1
FTN2024-0088,3/7/2024,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,Unknown,Off Duty,Between 7am - 7pm,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,6,4
FTN2024-0090,3/8/2024,FOB - Field Operations Bureau,3rd District,Night Watch,Night Watch,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,2,1
FTN2024-0089,3/9/2024,FOB - Field Operations Bureau,8th District,D.I.U.,Persons,Regular Working,Unknown,Completed,UOF Justified,Other,Poor,Rainy Conditions - Light,1,3
FTN2024-0091,3/10/2024,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2024-0092,3/12/2024,FOB - Field Operations Bureau,5th District,Night Watch,Night Watch,Unknown,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,1
FTN2024-0093,3/12/2024,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Poor,Clear Conditions,1,1
FTN2024-0095,3/14/2024,FOB - Field Operations Bureau,8th District,Night Watch,Night Watch,Unknown,Unknown,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,2
FTN2024-0094,3/14/2024,FOB - Field Operations Bureau,2nd District,Night Watch,Night Watch,Unknown,Unknown,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,2
FTN2024-0096,3/17/2024,FOB - Field Operations Bureau,8th District,Night Watch,Night Watch,Regular Working,Between 11pm-7am,Completed,UOF Justified,Other,Good,Clear Conditions,1,6
FTN2024-0097,3/18/2024,FOB - Field Operations Bureau,Special Operations Division,Unknown,Unknown,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,1,1
FTN2024-0098,3/18/2024,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2024-0099,3/19/2024,FOB - Field Operations Bureau,5th District,Night Watch,Night Watch,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,2
FTN2024-0100,3/20/2024,FOB - Field Operations Bureau,8th District,Unknown,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Other,Good,Clear Conditions,1,5
FTN2024-0113,3/20/2024,FOB - Field Operations Bureau,8th District,Unknown,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,2
FTN2024-0105,3/21/2024,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2024-0101,3/21/2024,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Unknown,Unknown,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,1,1
FTN2024-0103,3/22/2024,FOB - Field Operations Bureau,3rd District,Night Watch,Night Watch,Unknown,Unknown,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2024-0104,3/23/2024,FOB - Field Operations Bureau,2nd District,Night Watch,Night Watch,Unknown,Unknown,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,5
FTN2024-0106,3/24/2024,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,3
FTN2024-0108,3/24/2024,FOB - Field Operations Bureau,6th District,D.I.U.,Property,AWP Working,Between 7am - 7pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,4
FTN2024-0107,3/24/2024,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2024-0110,3/27/2024,FOB - Field Operations Bureau,8th District,Unknown,Bourbon Street,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,2
FTN2024-0112,3/28/2024,FOB - Field Operations Bureau,8th District,Unknown,Patrol,Paid Detail,Between 7am - 7pm,Completed,UOF Justified,Other,Good,Clear Conditions,1,3
FTN2024-0111,3/28/2024,FOB - Field Operations Bureau,1st District,Unknown,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,1
FTN2024-0040,3/29/2024,MSB - Management Services Bureau,Education and Training Division,Education,Recruits,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2024-0117,3/31/2024,FOB - Field Operations Bureau,6th District,Unknown,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,2
FTN2024-0116,3/31/2024,FOB - Field Operations Bureau,1st District,Day Watch,Day Watch,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,2
FTN2024-0114,3/31/2024,MSB - Management Services Bureau,Education and Training Division,Education,Recruits,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,2
FTN2024-0119,4/1/2024,FOB - Field Operations Bureau,6th District,D.I.U.,Persons,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,3
FTN2024-0118,4/1/2024,FOB - Field Operations Bureau,3rd District,Gen Assignment,Gen Assignment Other,Unknown,Unknown,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2024-0120,4/2/2024,FOB - Field Operations Bureau,8th District,Bourbon Promenade,Bourbon Street,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2024-0121,4/3/2024,FOB - Field Operations Bureau,8th District,D.I.U.,Property,Unknown,Unknown,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,4
FTN2024-0122,4/5/2024,FOB - Field Operations Bureau,8th District,Unknown,Patrol,Unknown,Unknown,Completed,UOF Justified,Other,Good,Clear Conditions,1,1
FTN2024-0123,4/6/2024,FOB - Field Operations Bureau,6th District,Unknown,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,1,1
FTN2024-0124,4/6/2024,FOB - Field Operations Bureau,7th District,Unknown,Day Watch,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,4
FTN2024-0126,4/6/2024,FOB - Field Operations Bureau,5th District,Staff,Staff Other,Unknown,Unknown,Completed,UOF Justified With Policy Violation,Call for Service,Good,Clear Conditions,1,1
FTN2024-0125,4/7/2024,FOB - Field Operations Bureau,8th District,Night Watch,Night Watch,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,6
FTN2024-0128,4/9/2024,FOB - Field Operations Bureau,7th District,Unknown,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,3
FTN2024-0132,4/12/2024,FOB - Field Operations Bureau,7th District,Unknown,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,4
FTN2024-0130,4/12/2024,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Unknown,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,5,3
FTN2024-0134,4/13/2024,FOB - Field Operations Bureau,7th District,Unknown,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,2,2
FTN2024-0133,4/13/2024,FOB - Field Operations Bureau,Traffic Division,Traffic Section,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,1,2
FTN2024-0137,4/14/2024,FOB - Field Operations Bureau,7th District,Unknown,Investigations,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Other,Good,Clear Conditions,1,2
FTN2024-0138,4/15/2024,FOB - Field Operations Bureau,6th District,Unknown,Investigations,AWP Working,Between 7am - 7pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2024-0135,4/15/2024,FOB - Field Operations Bureau,5th District,Unknown,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,2,2
FTN2024-0139,4/17/2024,FOB - Field Operations Bureau,3rd District,Night Watch,Night Watch,Unknown,Unknown,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,2
FTN2024-0140,4/17/2024,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Unknown,Unknown,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,1,2
FTN2024-0141,4/19/2024,FOB - Field Operations Bureau,1st District,D.I.U.,Persons,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,2,1
FTN2024-0142,4/20/2024,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Regular Working,Between 7am - 7pm,Completed,UOF Not Justified,Call for Service,Good,Clear Conditions,1,1
